hospital,autor,es_local_guide,rating,fecha_relativa,fecha_iso,fuente,texto,respuesta_negocio,anio,ai_guess,categorias
Durand,Victoria,,1.0,Hace 3 años,2023-03-02T12:03:55Z,Google,"Pedí turno a las 8 de la mañana porque trabajo todo el día, no respetan nada, ni el turno, ni el tiempo de la gente, me fui porque tenía que trabajar y siendo las 9.03 me dijeron que el médico todavia no había llegado, un desastre. Den turno a partir de las 13hs si los médicos no van a horario.",,2023,['delays'],delays
Durand,Melisa B. Clermont,,1.0,Fecha de edición: Hace 3 años,2023-02-16T09:55:47Z,Google,"La atención en cirugía plástica es buena hasta que les decís que tenés el síndrome de asia y que querés QUITARTE LOS IMPLANTES MAMARIOS. ME BOLUDEARON A MORIR. Métanse la explantación ya saben bien en donde. Me da asco la forma en que me bolud3@r0n. Siempre me atendía uno diferente, me decía algo diferente entre mil incoherencias, (como si una no supiera del tema !!!!!, No soy t@rad* !!!!) , Y me pedían estudios diferentes para NO darme fecha, cuando la jefa me había dicho q me daría fecha y cuando yo ya tengo decidido explantarme por la enfermedad que me causaron los implantes, la cuál ustedes no sólo me la negaron sino q NO me creyeron. Asco me dan. No piso más!!. Gracias por NADA, CIRUJANOS.
Era más fácil si me decían que NO me querían operar y me ahorraba un montón de tiempo!!!!!!!!! Son basuras !!!! Cómo me van a decir q no tengo asia xq los implantes no están rotos ? Donde estudió la ayudante de cirujanos ?? No sabe q los implantes transpiran y la silicona y sus tóxicos MIGRAN igual por el organismo??? La rubia cheta digo, Díaz, no sabe del tema ! Me dijo q "" veían en la cirugía si sacaban el tejido cicatricial o no, xq me podía hacer peor"", no! En ese tejido se puede formar el cáncer de implantes y a demás NO LO REABSORBE EL CUERPO!!!! DIOS!!!! Informensé! Dónde y qué estudiaron???. Y el dr. Alto , apellido Garavaglia, cómo fué capaz de decirme en una enfermedad tan dolorosa y delicada Q ME PUDE COPIAR LOS SINTOMAS DE INTERNET??!!!! QUÉ!???? DIOS !!! ES INCREÍBLE LES JURO Q TODAVÍA NO PUEDO CREERLO.
Y otra cosa, me da vergüenza ajena que te revisen el bolso a la salida, como si fuesen los chinos, posta qué me voy a robar ?? Una jeringa ?? No soy chorra !!  Y Si necesito algo, pues me lo compro!!!
Me parece una total falta de respeto🤦🤦
PATÉTICOS.",,2023,"['delays', 'incorrect_diagnoses', 'inappropriate_interpersonal_behavior']",delays; incorrect_diagnoses; inappropriate_interpersonal_behavior
Durand,Gastón Echeverría,,1.0,Hace 3 años,2023-04-22T01:33:12Z,Google,Me atendió una dermatologa de nombre María Pamela no sé cuánto. Ganas de laburar CERO. Tengo diagnóstico de urinaria. Su solución fue que ignore el dolor y el picazón y que cuente cuántos días me dura cada grano... Más tarada no se consigue. Si desean experimentar estar frente a la boluda total de Capusotto este es el lugar. Bye,,2023,"['inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; inappropriate_interpersonal_behavior
Durand,lisseth villegas,,1.0,Hace 3 años,2023-01-26T04:32:57Z,Google,"Un desastre este hospital, fui por guardia con mi hermana y al llegar solo hay gente esperando q dice que hay que tomar un numero, estuvimos horas esperando a que alguien salga, nadie sale a ver si hah gente esperando. Reventamos la puerta tocando y nadie salió. No hay ni una persona que sea trabajadora del hospital para saber si esgan atendiendo o algo. Mucho que desear este hospital",,2023,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Durand,martin ocho,,1.0,Hace un año,2024-11-05T03:39:48Z,Google,"Horrible. En la guardia (de emergencias, se supone), con olor a baño de terminal de trenes, hay que esperar HORAS Y HORAS por una atención médica. Después de la cuarta hora me fui SIN ATENCIÓN.",,2024,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Durand,Nicolas Ezequiel Lapiana,,1.0,Hace un año,2024-08-06T10:07:27Z,Google,"3 horas en la guardia, me atendieron, me iban a sacar sangre y pasar suero, vino una enfermera de mayor edad, se empezó a quejar porque tengo tatuajes y me pincho 8 veces sin encontrar la vena (cabe aclarar que no tengo tatuada la zona de la que se saca sangre), y me tuve que ir, pésima la atención y la empatía a alguien que va por una urgencia",,2024,"['delays', 'inappropriate_interpersonal_behavior', 'inefficient_medical_treatment']",delays; inappropriate_interpersonal_behavior; inefficient_medical_treatment
Durand,Miguel Pascucci,,1.0,Hace 3 años,2023-06-06T14:38:53Z,Google,"La peor guardia de toda CABA, todas las veces que he ido yo o amigos o familiares hemos salido (después de horas de espera), mal atendidos, sin un diagnóstico claro, con recetas mal hechas, con un trato lamentable por parte de todo el personal. La verdad una vergüenza.",,2023,"['delays', 'incorrect_diagnoses', 'inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",delays; incorrect_diagnoses; inefficient_medical_treatment; inappropriate_interpersonal_behavior
Durand,esteban. schirripa,,1.0,Hace 2 años,2024-06-29T19:23:55Z,Google,Me llevaron de urgencia por choque 4 horas para que te atiendan eso que no habia nadie mala predesposicion un desastre!!! Me dieron el alta sin tomarme la presion ni nada de nada,,2024,['delays'],delays
Durand,Barbara Diaz,,1.0,Hace 3 años,2023-04-02T06:14:34Z,Google,"Un desastre. Hacen que la gente se muera esperando. Fui con mi mamá con dolor de pecho sin poder respirar y nadie la atendió ni se preocuparon de avisarles a los médicos. Una vergüenza, verdaderamente a nadie le importan las emergencias ni la vida de la gente.",,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Deborah Romero,,1.0,Hace un año,2024-07-28T02:09:46Z,Google,Es una vergüenza tenes que venir cuando estés a un minuto de morir abiendo muchos doctores adentro llaman cada 1 hora y media. Es una vergüenza la verdad si uno viene es por urgencia,,2024,['delays'],delays
Durand,Sara Ceboran,,1.0,Fecha de edición: Hace un año,2024-05-14T18:43:50Z,Google,"En la guardia tienen muchísima demora, hay gente que está hace más de 6 horas esperando para ser atendida un DE SAS TRE
No les recomiendo en absoluto este lugar si quieres venir a esperar a que te atiendan son más de 6 horas es un asco",,2024,['delays'],delays
Durand,Yasmini Muñoz,,1.0,Hace 2 años,2023-11-30T12:40:40Z,Google,Horrible. La parte urologica es de lo peor y la sra que atiende necesita más sensibilidad. Ojalá no tenga su papá y este siempre en ese puesto. Para que no necesite ayuda alguna. De lo peor,,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Laura Moran,,1.0,Hace 2 años,2024-02-14T12:26:17Z,Google,"En decadencia,mi Hna acudió a la guardia porque se sentía mal,le hicieron análisis de orina y chau...siendo que tenía dengue..No le enviaron hacer la prueba ni nada...tuvo que ir al Clínicas y ahí si los Profesionales le enviaron hacer pruebas y análisis para saber cómo estaba de las plaquetas y el lab del Dengue que dió positivo.Pero si era x el Durand un desastre ni seguimiento nada",,2024,"['incorrect_diagnoses', 'inefficient_medical_treatment']",incorrect_diagnoses; inefficient_medical_treatment
Durand,Marian Moreno,,1.0,Hace 3 años,2023-01-04T03:24:34Z,Google,"DESASTROSO, HICIERON ABANDONO DE PERSONA. Hace unos días llevamos a mi padre a hacerse atender por extracción de liquido ""acistis"" (cirrosis y hepatocarcinoma) lo cual era de URGENCIA y lo tuvieron 6 hs para entrar a la GUARDIA y lo internaron por 9hs (sacaron sangre y le colocaron una sonda urinaria) y no le pusieron SUERO, lo cual mantuvo a mi papá deshidratado, débil.. nos fuimos ya que no le daban importancia y terminó falleciendo en otro hospital. Hoy mi padre no está conmigo y quiero JUSTICIA, si alguien sabe como seguir judicialmente esto, por favor contacteme.",,2023,"['delays', 'inefficient_medical_treatment']",delays; inefficient_medical_treatment
Durand,gina ok,,1.0,Hace 2 años,2023-10-25T13:55:15Z,Google,"Hospital durand...
La guardia médica es malisima.
Tiene 6 consultorios de atención para medicos/as clinicos/as y atiende solo un consultorio.
Nadie sabe decirte nada. En admisión atienden mal... te toman los datos y después no te llaman. La verdad la atención deja mucho de desear",,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Olga Trotti,,1.0,Hace 2 años,2024-01-10T14:58:29Z,Google,"PESIMA ATENCION EN GUARDIA  PEOR IMPOSIBLE ACOMPAÑE GENTE Y DESPUES DE 8 HS NOS DERIVARON AL CLINICAS SECTOR OTORRINOLARINGOLOGIA  X TRAUMATISMO Y ROTURA TABIQUE X CAIDA , SOLO TOMOGRAFIA DE NARIZ  Y DESPUES DE SOLICITAR EXTRACCION SANGRE LUEGO DE 7 HS DE ESPERA EN CAMILLA TODA ROTA QUE DABA ASCO  - SE ENTIENDE QUE SI ES HOSPITAL DE AGUDOS DEBARIA ATENDER ACCIDENTES CO HEMORRAGIA  NO HABIA MEDICOS DE OTORRINO AL PARECER - EL AÑO PASADO ACOMPAÑE A MI HIJA A LA GUARDIA  DESPUES DE ESTAR 4 HS  NOS DIJERON QUE LA MEDICA SE HABIA RETIRADO CON COVID Y LA ORA PROFESIONAL CUMPLIO SU HORARIO Y SE FUE  DEJANDO A CASI 30 PERSONAS X LA NOCHE SIN TIPO 20 HS SIN ATENCION DE NINGUN TIPO  - NO LO RECOMIENDO PARA NADA  CON TURNO CON DERIVACION PREVIA PUEDE QUE SEA ACEPTABLE, SOY ASISTENTE DE SALUD GERONTOLOGICA DIPLOMADA EN GBA MINISTERIO DESARROLLO SOCIAL Y TAMBIEN A LA AMIA  QUE PENA QUE LOS POBRES MEDICOS TENGAN QUE TRABAJAR TAN MAL POR FALTA DE INSUMOS Y SALARIOS BAJOS DE ACUERDO A SU RESPONSABILIDAD DE SALVAR VIDAS , TRATAR ENFERMEDADES INFECTOCONTAGIOSAS Y NO VALORAR UNA PROFESION TAN LOABLE COMO ES LA SALUD GRACIAS ENFERMERAS MEDICOS CAMILLEROS AMBULANCIEROS  GOBIERNO DE TURNO MEJORA SALUD PUBLICA YA QUE TANTO BLA BLA BLA DE LOS POLITICOS DE TURNO YA NO ES CREIBLE  OLGA TROTTI",,2024,"['delays', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",delays; bad_infrastructure; inappropriate_interpersonal_behavior
Durand,Baau Isa,,1.0,Hace 3 años,2023-06-28T01:09:18Z,Google,Sinceramente nunca ví tanta mala atención en la guardia de ese hospital una falta de respeto asia las personas no se pueden demorar tanto en atender a un paciente y el olor que ahí en esa guardia es irrespirable,,2023,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Durand,Brisa Saravia,,1.0,Hace 3 años,2023-05-19T03:52:52Z,Google,"El edificio un desastre y la atención en guardia también. Cambiaron a mi abuela de habitación y nadie sabía dónde estaba...""parece que no lo anotaron"" dijeron. Horrible. Y cuándo al fin la encontré estaba en una cama toda hecha un desastre. Todo viejo y roto.",,2023,['bad_infrastructure'],bad_infrastructure
Durand,VF,,1.0,Hace 2 años,2024-04-29T08:44:27Z,Google,"LA GUARDIA /URGENCIAS, UN DESASTRE, HACE ESPERAR 2 HORAS A PASCIENTES ADULTOS MAYORES GRAVES, TE DEJAN MORIR!!, EN VEZ DE ASIGNARLE URGENTE HABITACIÓN Y ATENCIÓN MÉDICA. FALTA DE EQUIPOS DE ALTA COMPLEJIDAD, TARDAN MIL HORAS EN TRASLADOS. POR FAVOR CONTRATEN MÁS PERSONAL EN RECEPCIÓN CALIFICADO, RÁPIDO Y EFICIENTE, Y MÁS MÉDICOS, PARA TANTA CANTIDAD DE PASCIENTES GRAVES.
LAS ENFERMERAS OJO MALTRATAN A LOS ADULTOS MAYORES, ALGUIEN QUE PUEDA MEJORAR ESTO. GRACIAS",,2024,"['delays', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",delays; bad_infrastructure; inappropriate_interpersonal_behavior
Durand,Maria Temez,,1.0,Hace un año,2024-10-13T18:55:21Z,Google,"""Tuve una mala experiencia en el hospital Durán debido a la atención deficiente y el destrato del personal médico y administrativo. Recuerden que el juramento hipocrático implica un compromiso de respeto y cuidado hacia los pacientes. Necesitan mejorar en la atención.""",,2024,['other'],other
Durand,Javier Gonzalez,,1.0,Hace 2 años,2023-09-29T15:10:26Z,Google,"Fui el martes a la guardia, por tos y dificultad para respirar, la chica que está en la entrada te hace una entrevista y te dice no eso no es emergencia, que tenía que pedir turno, la neumonologa que me ve no tiene turnos nunca, solo me mandaron a mi casa a tomarme un jarabe, aún tengo la tos y casi una semana sin dormir ......soluciones ?.",,2023,"['inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; inappropriate_interpersonal_behavior
Durand,Sergio Ringa,,1.0,Hace 2 años,2024-01-09T16:47:12Z,Google,"Pésima atención , soy paciente oncológico hace más de tres meses que espero para una operación y me acerco a preguntar todos se lavan las manos , a nadie le importa la vida de los pacientes , la recepcionista una mal educada que siempre te trata de la peor manera , como si fuera tu culpa estar enfermo , la verdad deja mucho que desear este hospital público, una vergüenza.",,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Marta Prada,,1.0,Hace 2 años,2023-11-14T04:44:36Z,Google,"DESASTRE LA GUARDIA ATENDIA CIRUGIA Y TRAUMATOLOGÍA UNA MUJER SE DESMAYO EN EL BAÑO VOMITANDO una enfermera que justo estaba ahí llevando su hija la asistió xq la hija de la señora aviso que no podía respirar y no se movió nadie, la enfermera fue al baño la saco y saco a su hija que estaba en silla de ruedas la subió y la metió por la guardia todos gritando hasta los indigentes que estaban veinte personas golpeando xq la.mujer se desmayaba y nadie la asistía DIRECTOR QUE Vergüenza la enfermera ERA DE afuera ....",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Juan Carlos Yantorno,,1.0,Hace 2 años,2023-07-03T16:59:53Z,Google,"Malísima atención me dieron turno después de 1mes para ecografía y cuando espere 3 horas me dijieron que ese
Día no hacían ecografía pedí cambiar y esperas1 mes un desastre",,2023,['delays'],delays
Durand,Isabel C.,,1.0,Hace 2 años,2023-10-11T17:46:19Z,Google,"Los medicos bien, pero en la recepcion de Urologia, hay una mujer, Silvia, que trata mal a la gente mayor, discapacitados, etc., no se entiende por que no la sacan y ponen una recepcionista con ganas de trabajar y respeto y educacion hacia los pacientes, que llegan con problemas de salud, hay gente mayor que les hizo subir la presion del disgusto... no hay derecho... SAQUENLA  POR FAVOR... TENGAN  DIGNIDAD  COMO  HOSPITAL  PUBLICO...",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Giuly Verón,,1.0,Hace 3 años,2023-06-15T13:00:44Z,Google,"Este hospital es una vergüenza, atienden mal, no saben cuándo sacar los puntos, no limpian, una señora con bichos estaba al lado de mí mamá, se despertó en plena operación, la trataron mal, una enfermera sin la más mínima instrucción d como colocar y retirar una vía intravenosa, le rompió la aguja dentro... Horrible muy inseguro, antihigiénico, mala atención, desastre en todos los ámbitos posibles.",,2023,"['inefficient_medical_treatment', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; bad_infrastructure; inappropriate_interpersonal_behavior
Durand,U.R.L URL,,1.0,Hace 3 años,2023-05-06T19:48:15Z,Google,"Si te estas muriendo el ultimo lugar donde tenes que ir desde una mala praxis , hasta medicas que estan con el celular y te dicen q esperes en la parte de ufu y cuando llega la vaga ni siquiera me habia anotado
Desde medicos de traumatologia que van a comer todos juntos y le da igual si esta explotado de gente , y un libro de quejas que no existe",,2023,"['inefficient_medical_treatment', 'delays', 'inappropriate_interpersonal_behavior', 'bad_infrastructure']",inefficient_medical_treatment; delays; inappropriate_interpersonal_behavior; bad_infrastructure
Durand,gabriel federico,,1.0,Fecha de edición: Hace 3 años,2023-01-23T15:03:34Z,Google,ES UN HOSPITAL DE LOS PEORES MI MAMÁ FALLECIO ACA EN ESTE HOSPITAL EL 4 DE ENERO DE ESTE AÑO POR VIRUS O BACTERIAS INTRAHOSPITALARIAS NO ME COMUNICARON NADA DE LO QUE TENIA DURANTE EL FERIADO DEL 8 DE DICIEMBRE PASADO NO HABIAN MEDICOS DONDE ESTABA INTERNADA EN UNIDAD GERIATRIA CUARTO PISO Y ME ENTERO QUE TENIA NEUMONIA RECIEN EL LUNES 12 EN SITUACION CRITICA Y TERMINO LLENDO A TERAPIA INTENSIVA POR UNA SEPSIS Y LUEGO MURIO EL 4 DE ENERO CUANDO USTEDES COMO HOSPITAL NO HICIERON NADA POR SALVARLA UNA VERGUENZA LOS MEDICOS DEL CUARTO PISO TENDRIAN QUE RENUNCIAR DEL PRIMERO HASTA EL ULTIMO INCLUSIVE EL O LA JEFA DE SECTOR SINVERGUENZAS VAGOS E INCOMPETENTES MALA PRAXIS Y ABANDONO DE PERSONA SON IMPERDONABLES,,2023,"['inefficient_medical_treatment', 'delays', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; delays; inappropriate_interpersonal_behavior
Durand,Mariana Lucila Mendoza,,1.0,Hace un año,2025-02-14T00:30:36Z,Google,Malísimo tengo tres horas esperando y hasta ahora nadie me atiende me muero del dolor de estómago me falta el aire y ellos charlando tres horas para cambiar la guardia un tremendo desastre hospital,,2025,['delays'],delays
Durand,Juan Carlos Fregenal,,1.0,Hace 3 años,2023-06-23T17:54:42Z,Google,El jueves 22 mi médica de cabecera me mandó para una consulta de cirugía de vesícula me atendió el cirujano Marcos Rubén Zandomeni un discrinador mal educado mientras te hablaba jugaba en la computadora al final no me dió ninguna opinión a pesar que le lleve ecografía y análisis clínicos que me hizo hacer mi médica de cabecera la verdad decpcionado que me diga que las piedras no se operan tenés que tener cólicos que te duren más de media hora para ir al hospital todo una burla😡😡😡😡😡😡😡,,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Samy Ingravo,,1.0,Hace 2 años,2023-07-27T00:10:55Z,Google,El día de hoy 26/7/23   5hs en la guardia esperando c mi papa de 76 años c síntomas de infarto . Una vergüenza.  Las criaturas jugando adentro de la ambulancia el personal de seguridad privada del hospital permitiendo todo eso . Indigentes a los gritos dentro del hospital Vergonzoso,,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Isai Marval,,1.0,Fecha de edición: Hace 2 años,2024-05-13T22:38:10Z,Google,"Si vas porque te sentis mal, te vas a sentir peor, si por casualidad no estabas enfermo sales enfermo. Si vas como acompañante al final te tendran que internar tambien. Eviten ir a este hospital si pueden",,2024,['inefficient_medical_treatment'],inefficient_medical_treatment
Durand,Maria Giselle Britez,,1.0,Hace 7 meses,2025-11-06T19:38:38Z,Google,Una por quería no te dan turno  te dicen q tenes q llamar por teléfono llamas y no te atienden una bosta,,2025,['delays'],delays
Durand,Iara Ian Eloy Moyano,,1.0,Hace un año,2025-01-13T17:35:51Z,Google,ME NEGARON ATENCIÓN Por se de provincia no me quisieron hacer un bloqueo de columna. A los extranjeros le hacen todo y yo x ser de provincia quede sin atención,,2025,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Raúl Peñafiel,,1.0,Hace 2 años,2024-01-22T18:06:36Z,Google,"Guardia un desastre, el tiempo promedio de espera es de 7 horas. Los médicos están poco predispuestos, claramente no  quieren atender a la gente, por favor habría que cambiar a esos médicos.. una vergüenza.",,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Nadia,,1.0,Hace 9 meses,2025-09-26T17:45:22Z,Google,El único lugar que debería atender mordeduras de perros no atiende. Nadie con ganas de laburar ahí adentro.,,2025,['other'],other
Durand,natyh Souza,,1.0,Hace un año,2025-04-01T18:18:06Z,Google,"Pesima atencion en guardia, mas de 3horas esperando y se RECUSARON a atenderme",,2025,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,carlos alberto leonardis,,1.0,Hace 3 años,2023-01-06T21:01:37Z,Google,No lo recomiendo mataron a mi madre con dos bacterias intrahospitalarias en el 4to unidad geriatria y encima cubren todo y nadie se hace cargo realmente es un hospital mugriento y de inexpertos mandan la mayoria de los enfermos a la morgue y te quitan la fe y te roban las ganas de vivir,,2023,"['inefficient_medical_treatment', 'bad_infrastructure']",inefficient_medical_treatment; bad_infrastructure
Durand,L L,,1.0,Hace un año,2025-05-16T13:09:08Z,Google,"Hospital abandonado, es deprimente cómo están las instalaciones. El destrato de recepcionistas de informes y de las especialidades, indigna.",,2025,"['bad_infrastructure', 'inappropriate_interpersonal_behavior']",bad_infrastructure; inappropriate_interpersonal_behavior
Durand,Karen Barrios,,1.0,Hace 3 años,2023-03-22T05:04:33Z,Google,Fui con mi pareja vomitando por desvanecerse y el tipo de ventanilla ame mira y me dice hay 4 horas de espera si aguanta que espere es increíble una vergüenza!!!!,,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Jorge Larrea,,1.0,Hace 2 años,2023-07-24T13:14:52Z,Google,Un desastre total tenía turno con la doctora elizabet Miriam Larsen a las 8 y me hicieron esperar hasta las 10:30 ni siquiera fue una vergüenza total.,,2023,['delays'],delays
Durand,DR G,,1.0,Hace 3 años,2023-03-05T03:17:31Z,Google,"Pesimo. 2 hs de espera por una urgencia teniendo solo 4 personas adelante. Inservible, cierrenló, vendan el lote y q sirva para caridad aunque sea",,2023,['delays'],delays
Durand,Mica Fiorda,,1.0,Hace 2 años,2024-04-30T08:52:23Z,Google,"Muy mala la atención de los empleados, los empleados te atienden así no más, no les importa nada, y muchas veces te atienden a cualquier hora no se respetan los horarios de los turnos.",,2024,['delays'],delays
Durand,Claudia Macchiavelli,,1.0,Hace 2 años,2023-11-25T13:54:53Z,Google,"Una verguenza ayer fallecio mi prima , y fueron a buscar el cuerpo y no hay nadie que me pueda entregar el certificado, lo cual pasa el velatorio para mañana, una vergüenza el hospital Durand",,2023,['other'],other
Durand,Rocio Ferrari,,1.0,Hace un año,2024-10-02T11:19:44Z,Google,"Uno de los PEORES hospitales. No solo la demora en EXCESO que tienen, sino la PÉSIMA atención en ventanilla y por parte de varios ""doctores"". Una vergüenza total.",,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Durand,Ayelen Alarcon,,1.0,Hace 2 años,2023-10-18T17:56:23Z,Google,"mi mamá tiene piedra en la vesícula desde enero y no la quieren operar todavía porque dicen qué hay lista de espera lo único que hacen es pasarle medicamento y no da más del dolor, un desastre.",,2023,"['delays', 'inefficient_medical_treatment']",delays; inefficient_medical_treatment
Durand,Joaquín Blanco,,1.0,Hace 2 años,2023-11-22T19:30:03Z,Google,"Pésimo servicio, me quebre la muñeca y los que se hacen llamar ""médicos"" me pusieron el yeso mal y casi me quedo con la muñeca mal de por vida!! Encima asquerosos e irresponsables de todo tipo!",,2023,['inefficient_medical_treatment'],inefficient_medical_treatment
Durand,Alejandro Albornoz,,1.0,Hace 6 meses,2025-12-29T17:27:24Z,Google,5hs estar esperando y los médicos paseando,,2025,['delays'],delays
Durand,Eduardo Diaz,,1.0,Hace 3 años,2023-01-27T05:44:56Z,Google,"Negligencia total, la guardia un solo médico y no atendía a nadie, 4 personas de la cual 1 tenía apendicitis.. y los bolud*s de seguridad están pintados",,2023,['delays'],delays
Durand,Rosario Ruiz,,1.0,Hace 2 años,2024-04-12T00:29:37Z,Google,"Sucio, impresentable. Hace más de dos semanas fui a hacerme el test del dengue y nunca me enviaron el resultado (me lo iban a enviar por email).",,2024,"['bad_infrastructure', 'delays']",bad_infrastructure; delays
Durand,Valentina Rojas Másmela,,1.0,Hace 2 años,2023-09-09T11:03:38Z,Google,"Las doctoras de la guardia son muy negligentes, no siguen correctamente el protocolo de atención y recetan medicamentos sin preguntar o interesarse de las alergias o antecedentes de los pacientes",,2023,['inefficient_medical_treatment'],inefficient_medical_treatment
Durand,aliris torres,,1.0,Hace 2 años,2023-08-28T16:12:00Z,Google,Fue malisima la doctora del consu 26 necwsita un exorcista el dr en envio medicacion inyectable y no existe que es edad picapiedra matan a la gente asi,,2023,['other'],other
Durand,Rosana Ayala,,1.0,Hace 3 años,2023-03-31T04:49:53Z,Google,El hospital tiene el aire acondicionado roto hace meses y no lo arreglan. Un infierno la internación en las semana pasadas con temperaturas extremas. Dicen que tampoco funciona la calefacción. Es inhumano.,,2023,['bad_infrastructure'],bad_infrastructure
Durand,Vanessa Sanabria,,1.0,Hace 2 años,2024-03-11T14:00:07Z,Google,¡La guardia es un completo desastre! Llevé a mi hija porque se le bajó la tensión y se desmayó en la escuela y el doctor NO HIZO NADA.,,2024,['inefficient_medical_treatment'],inefficient_medical_treatment
Durand,Trina Reyes,,1.0,Hace un año,2025-01-14T17:03:14Z,Google,No la atendíron nunca y los doctores tomaban matesito .. me la lleve a otro lugar,,2025,"['delays', 'inefficient_medical_treatment']",delays; inefficient_medical_treatment
Durand,J E,,1.0,Hace 2 años,2024-02-15T13:19:16Z,Google,"Dias llamando desde Uruguay, no atienden el teléfono en ningún momento, tengo a mi tio solo alli y no puedo viajar. Esta en geriatría. Lamentable.",,2024,['other'],other
Durand,Julieta Rosales,,1.0,Hace un año,2024-09-16T15:37:31Z,Google,"Un dedatre total los admisores mienten te boluden, te hablan mal, sobre todo te tratan de mentirosa, y una muiendose del dolor una cagada.",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,Fede Zucco,,1.0,Hace 3 años,2023-01-14T08:47:54Z,Google,Me golpeó un coche y me quedo doliendo el brazo la chica que atiende en guardia me dijo que pase en dos días y que pase por consultoría me parece que me tenía q aver atendido nose,,2023,"['inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; inappropriate_interpersonal_behavior
Durand,Hugo Bron,,1.0,Hace 2 años,2023-09-05T02:28:28Z,Google,La atención de la Guardia es pésima no tienen médicos suficiente por una urgencia  y de pronto el que hay desaparecen muy muy malo,,2023,['delays'],delays
Durand,Jass Curay,,1.0,Hace 3 años,2023-06-23T09:54:25Z,Google,"Pésima atención
Estudian tanto para recetar ibuprofeno
No dan prioridad así se estén quejando del dolor",,2023,"['inefficient_medical_treatment', 'delays']",inefficient_medical_treatment; delays
Durand,braian chanquia,,1.0,Hace 11 meses,2025-07-26T14:48:56Z,Google,"Los médicos los mejores, administrativa mente pésimos",,2025,['other'],other
Durand,Cristina Coronel,,1.0,Hace 2 años,2023-07-30T16:48:18Z,Google,"Un desastre, acompañe a mi hermana y la doctora agustina de traumatologia hablando mal de modo prepotente, digo para que te pones a estudiar de doctora y siendo joven tratando como perros a la gente todo vuelve!",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Durand,amelia romero,,1.0,Hace 3 años,2023-05-09T02:12:29Z,Google,"Muy mala atención en guardia, cero ganas de atender. Mala organización,  cero interés por la gente. No volvería nunca mas",,2023,['other'],other
Durand,Lucila Orona,,1.0,Hace 2 años,2024-02-07T14:06:30Z,Google,"Buen dia , por favor!
alguien qe me informe hasta q horario reciben muestras patologicas ??!!",,2024,['other'],other
Durand,Maria Soledad Garcia,,1.0,Hace 2 años,2024-04-22T05:37:25Z,Google,"Mala atención, mal limpio y 6 personas internadas en colsutilorios ambulatorios",,2024,['bad_infrastructure'],bad_infrastructure
Durand,Jeesson,,1.0,Hace 3 años,2023-06-24T06:12:35Z,Google,"Mala atención y servicio de pésima calidad, y la atención a los usuarios por parte de los administrativos y médicos, lo más mediocre y antihumano.",,2023,['other'],other
Durand,Apocalipsis,,1.0,Hace 3 años,2023-05-29T20:58:11Z,Google,"Ala noche a un policía en el móvil en guardia. Re bocona .
Y cuidado q , aparecen personas raras queriendo llevarse órganos",,2023,['other'],other
Durand,Carolina Tapia,,1.0,Hace 3 años,2023-04-11T14:23:13Z,Google,Espantoso el lugar no se podía estar adentro de la guardia por el olor.. . La atención de los médicos de guardia por la noche un desastre...,,2023,['bad_infrastructure'],bad_infrastructure
