hospital,autor,es_local_guide,rating,fecha_relativa,fecha_iso,fuente,texto,respuesta_negocio,anio
Durand,Mariel Viglino,,5.0,Fecha de edición: Hace 4 meses,2023-07-15T14:07:24Z,Google,"En agosto 2025 me drenaron una infección de un quiste intermamario. Atención impecable y solución inmediata a mi problema. De diez!!!

El 15/1/26 me sacaron el quiste intermamario.
Excelente atención!!!!

Muy bueno el nivel de médicos.

Altamente recomendable!!!

Muchas gracias!!",,2023
Durand,Ayelen Rusch,,1.0,Hace 3 años,2023-05-17T08:57:46Z,Google,"Buenas,acabo de volver de la clínica. Tengo un caso para ""gastroenterólogo""
Me derivaron  del ""hospital Rivadavia""(porque  tenían guardia de gastro acá en el ""Durand"" .Resultó que no).
Vengo tomando omeprazol y Buscapina recetado por otro clínico. Pero,no mejoró.
Al contrario. Hoy amanecí así,con la boca con llagas . Me ve un médico de guardia y me dice que mí caso ""no es de urgencia""
Estoy escupiendo sangre y pus.  Tengo turno para el gastroenterólogo en 2 meses ,como pretenden que mejore?
No te dan solución,te derivan a otra especialidad. sin agilizar te ningún paso. Ni estudios de orina o alguna otra cosa para ver si tengo alguna bacteria o virus .
Nada . Me fui sin solución,desanimada y triste. Lo que hace el sistema de salud con la gente es totalmente injusto.
Una vergüenza",,2023
Durand,julieta camps,,5.0,Hace 11 meses,2025-07-06T02:03:27Z,Google,"Las chicas de la guardia de Gineco, son unas granjas, te explican todo con mucho amor y paciencia. Jamás me atendieron tan bien en una guardia",,2025
Durand,Gabriela Nacci,,1.0,Hace un año,2025-06-12T14:10:40Z,Google,"Estuve en el día de hoy 12/06/25 en la guardia de traumatología ,la atención pésima ,me mandó que tome total magnesiano ,lo peor es que no merecido ,y acota esto no es para traumatología,tendré que ver a un proctologo por un problema en la mano?patético este médico ,no sé quién le dio el diploma ,tengan cuidado .",,2025
Durand,gisela dizlott,,1.0,Hace 2 años,2024-02-01T14:06:31Z,Google,Vinimos a la guardia nos mandan a hisoparnos . La q nos atendieron un desastre  . Me acerque para anunciar a mí pareja q se sentía mal . Me revoleo los ojos porq estábamos sin barbijo ( cosa q entiendo )  no me tomo ningún dato . 20 minutos después se acercó mí pareja y le tomaron los datos .  Q gente incompetente. Y sin  ganas de trabajar . Nadie viene por gusto,,2024
Durand,Claudio Jose Corvalan,,1.0,Hace 3 años,2023-04-07T04:36:52Z,Google,"Es vergonzoso como te atienden.
Los médicos atienden 4 personas y después por 2 horas no atienden más.
A mi hija le enviaron a realizar análisis a las 22 hs nos dijeron que los resultados estaban en una hora y que se lo enviaban por sistema a la médica.
La estuvimos esperando hasta las 2 de la mañana y nadie nos supo decir dónde estaba.
Nos fuimos sin saber si mi hija tenía dengue o no.",,2023
Durand,Romina Olivera,,2.0,Hace un año,2025-05-19T12:49:51Z,Google,"Les voy a dar una segunda chance,vengo al turno,me registro y todo y cuando voy al sector de atención me dicen que la doc no vendrá por problemas familiares,vengo de provincia y me cuesta viajar con una nena con discapacidad.",,2025
Durand,juliette Ambroise,,5.0,Fecha de edición: Hace 3 años,2023-05-13T17:38:30Z,Google,"Hasta ahora el servicio de hematología es excelente, laboratorio y hemoterapia.
No así la mesa de informes de entrada del hospital, donde nos tratan sin respeto alguno.
Son 3 personas, espero no le estemos pagando a gente q nos trata así.
Se necesita una guía, una respuesta, no un sacasmo.Estamos enfermos, no estamos "" molestando"".
Igual 5 estrellas por los médicos 👍y enfermeros.",,2023
Durand,Juan Ignacio Tellechea,,1.0,Hace 2 años,2023-07-02T14:02:08Z,Google,"Un desastre total, estuve más de 3 horas esperando en la guardia para que me atendieran y me tuve que ir.

Administración e higiene pésima, a los médicos se los ve cansados y sin herramientas. Desorganización y caos total.

Esta es la salud pública de excelencia de la Argentina que algunos caraduras dicen que tenemos.",,2023
Durand,Nelida Rosa Sanchez,,1.0,Hace un año,2025-02-23T12:36:41Z,Google,"Atención malísima en la guardia,poco personal y los que están lo hacen de mala manera,silla de ruedas no se consigue o están en estado deplorables,rescato al yesero y a la segundad el resto sin palabras,,,mucha tristeza lo deplorable que está la salud en este País",,2025
Durand,Karen Ailen,,1.0,Hace 9 meses,2025-09-28T05:34:08Z,Google,"Pésima atención en recepción. Le comentas una situación de emergencia a la mujer que “trabaja” ahí y parece que la molestas, apaga la luz inclusive para que no la molesten.",,2025
Durand,pamela Alzamora ochoa,,1.0,Hace 2 años,2023-12-26T21:45:30Z,Google,"Muy mala atención.
Que digo ni atención ahí
5 horas esperando que le atendieran a mi madre de la 3ra edad y no la atendieron!!
La doctora de guardia dijo que solo atendía a pre infartos únicamente o los que entran x ambulancia.
No vallan si de guardia se trata vallen a otro hospital",,2023
Durand,JAHIR LARA,,1.0,Hace 3 años,2023-06-23T09:53:01Z,Google,"1 Ambulancia se tardó cuatro horas en llegar y eso que es una ""emergencia"".
2 Urgencias pura personas de la calle ocupando el establecimiento
3 mal olor y sin camillas
4 atención pésima
5 no costa con los instrumentos necesarios
6 Guardia solo hay 2 doctores que no hacen respetar los turnos, no tiene prioridad para la gente que está verdaderamente mal
7 Atención de traumatología y cirugía pésima dan resultados en el aire ( no están seguros de lo que dicen, utilizando la palabra posiblemente)
8 Lo único que recetan es ibuprofeno nose para que estudian tanto.",,2023
Durand,Adry Torres,,5.0,Hace un año,2025-01-30T10:29:35Z,Google,"Quiero agradecer y destacar el trabajo de absolutamente todo el personal médico enfermeros auxiliares personal de limpieza del sector geriatría que acompañaron cuidaron hasta sus últimos días a mi papá Manuel , eternamente agradecida por el acompañamiento,destacó al dr Juan Pablo por su profesionalidad gracias!!",,2025
Durand,Iris,,3.0,Hace 6 meses,2025-12-02T13:51:41Z,Google,"Hola cómo puedo comunicarme para sacar un turno ? Si alguien me puede ayudar, muchas gracias 🫂",,2025
Durand,Tati Rios,,1.0,Fecha de edición: Hace 3 años,2023-05-24T14:31:10Z,Google,Desastre total. Para que atiende un traumatologo tienes que esperar horas y saque turno previo. Nunca más vuelvo por acá. Y al final no me atendió el doctor se fue sin avisar!  La verdad es una falta del respeto.,,2023
Durand,Luis Rivero,,5.0,Hace un año,2025-05-29T11:51:55Z,Google,"Fui muy bien atendida excelente atención médica, buen trato de parte de todos los personales gracias Alos médicos de urología",,2025
Durand,Adriana Fernandez,,1.0,Hace un año,2024-07-20T16:47:32Z,Google,"En la guardia son unas bestias sin corazón, no encuentro una descripción más certera. Mi tía está admitida en la guardia del Durand desde el 17/07(cuatro días), sigue postrada en una camilla llorando y gritando de dolor constantemente, no pedimos más que una cama y atención durante sus momentos vulnerables ya que no puede moverse por si misma,me refiero a que no puede caminar, sentarse ni ir al baño sola. Hace dos meses, le diagnosticaron un tumor en el cerebro, por lo que su medicamento principal es el dexametasona o corticoides. Actualmente está siendo tratada por una neumonía y los doctores nos dijeron que ""sospechan"" un cuadro de TBD, que puede haber sido causada por el dexametasona, por esto último no permiten el ingreso a la sala. Es desesperante ver cómo una persona que hacía una vida normal hace apenas unas semanas es abandonada de tal forma en momentos de vulnerabilidad extrema",,2024
Durand,Jocelyne Casares,,5.0,Hace 2 años,2023-07-31T00:55:22Z,Google,"Mí esposo fue atendido en la guardia clínica el 03 de julio  2023, después de esperar 3 horas, con dolor de colon, y la panza muy inflamada fue visto por un dr de apellido Kassawat, q ni siquiera tomó interés en subirlo a la camilla y revisarlo, ni siquiera le levanto la camisa para verificar si era cierto la inflamación y dolor, y derivarlo a cirugía, solo recetó omeprazol, sentral y una crema para colocarse en el cuello. El día 05/07/2023 fuimos de nuevo a la guardia en la tarde lo atendió por la guardia de cirugía el dr. Zahed Abuchanaf, lo subió a la camilla lo reviso de igual forma lo envió a pedir cita a gastroenterología, he hizo un informe, el 06/07/2023 fuimos a primera hora al piso 7 a pedir cita y efectivamente me la dieron para el 11/08/2923, pero el señor de la taquilla dijo q era mejor q insistiera en la guardia. Finalmente ese día un dr de cirujía de la guardia lo reviso y de una vez le mando hacer los exámenes de laboratorio, eco abdominal, tomografía y ese mismo día lo operaron haciéndole una colostomia de urgencia, el cual era obstrucción por tumor de colon signoide. Mí esposo duro 15 días hospitalizado en el piso 5, la dra Yoselin, dr Néstor, las enfermeras Roxana, Carolina y demás personal le agradecemos de todo corazón Dios les pague, no nos faltó nada. Muy pendiente de el.
No obstante, le hago un llamado al director del hospital para q los médicos de la guardia clínica y los de cirugía, estén mejor preparados ya que de no ser por el médico q lo atendió el día jueves 06/07/2023  en la mañana, fue quien  se interesó en el estado q se encontraba mí esposo, de lo contrario  hubiera muerto.",,2023
Durand,Adri Very Guzman,,1.0,Hace 2 años,2024-03-25T13:36:17Z,Google,Buenos días la atención de los médicos excelente . Pero me mandaron a autorizar una tomografía y la mujer de ventanilla . Horrible persona preponte te grita te trata muy mal . Si no tiene ganas de trabajar debería dejar ese puesto para alguien  que si desee ese puesto .,,2024
Durand,Carolina Fernandez,,5.0,Hace 9 meses,2025-09-17T12:19:30Z,Google,Los horarios del vacunatorio.... Para los chicos ....te atienden súper rápido ....están hasta 16:30 hs,,2025
Durand,Yamila Ayelén Coria,,1.0,Hace un año,2025-03-06T05:54:52Z,Google,"Horrible. Fui con terrible dolor de pelvis, me dio para hacerme análisis de orina, espere 3 HORAS, y nunca aparecieron con los resultados, tuve que volver a mi casa adolorida sin respuesta y a la madrugada.
Pésimo todo",,2025
Durand,Ivana,,1.0,Hace 3 años,2023-04-07T15:05:35Z,Google,"Da miedo.Lejos de los peores hospitales que hay en caba. Poca humanidad de parte del personal, hay poquisimo y están tapadisimos de laburo claramente.
Poco trato o casi nulo a la gente grande
Mi abuela de 88 años estuvo 14 días internada de los cuáles 5 estuvo en guardia en CAMILLA. No le entraban casi los brazos y tenia que estar con suero.UNA LOCURA.
Un asco la higiene casi nula del lugar, y gran mal humor de parte de gran parte del personal. No bañan ni cambian pañales porque 'lo tienen q hacer los familiares según ellos'( en el único hospital que se manejan así aclaro).
A los viejos que no los viene q ver nadie ni los miran los enfermeros prácticamente, se les deja la comida ahi y a veces hasta lejos, no les importa si comen o no.
Definitivamente se fue abajo con el correr de los años.",,2023
Durand,José G Pirela,,1.0,Hace un año,2025-02-20T11:37:58Z,Google,"Parece haber una predisposición por parte de algunos del personal del Hospital, en obstaculizar tu gestión Médica allí. Es necesario por parte de ellos un poco de empatía por favor. Nadie va al Hospital por gusto, es solo necesidad.",,2025
Durand,Lorena Martinez,,3.0,Hace 3 años,2023-05-11T22:01:52Z,Google,"Los profesionales del área de tocoginecologia, neo... Inmejorable. Tuve a mí hijo ahí y la verdad siempre me sentí muy cuidada te dan la importancia que realmente tenés. Ahora todas las otras áreas que yo conocí, dejan mucho que desear como neumólogia infantil (no hay turno) etc",,2023
Durand,Carolina López,,1.0,Hace 3 años,2023-01-18T13:25:35Z,Google,"Cero coordinación. No hay tacto de parte del personal para con los pacientes. Contestan mal, esquivan las dudas y levantan el tono de voz. Esta queja no es sólo por mí, sino más bien por mi abuela y todos los adultos mayores. Es despreciable el mal trato hacia ellos. Te tienen de una punta hacia otra, y así podés estar hasta 4 hs para solucionar una duda tan minúscula. Puntualmente, la mujer que atiende en el centro de coordinación de PAMI, nos hizo pasar un momento de estrés mayor. No hay palabras para describir la forma en que nos gritó por algo que logramos solucionar en un segundo y en otra ventanilla.
Espero que puedan tomar las medidas correspondientes para que estas cosas dejen de pasar.",,2023
Durand,tattooantutupac,,1.0,Hace un año,2025-04-02T04:36:00Z,Google,Los baños y pisos muy sucios y en la guardia solo hay un doc para todo el mundo y esperas mínimo 3 horas.  los de recepción son muy amables y los doctores también.,,2025
Durand,Ines Quercia,,1.0,Hace 10 meses,2025-08-16T00:42:12Z,Google,Es una verguencia que en la guardia a una persona con dolor de oidos no la atiendan porque no tienen otoscopio no estamos pidiendo un resonador,,2025
Durand,Graciela Aranda,,5.0,Hace un año,2025-01-31T20:36:57Z,Google,Hola buenas tardes! Disculpen la molestia  quisiera consultar si alguien puede ayudarme y si alguien sabe y me puede orientar en los horarios que se saca turno y los días que se puede sacar turno para el área de endocrinología. Por favor,,2025
Durand,Diana Golluscio,,5.0,Hace 3 años,2023-01-10T20:50:34Z,Google,"Fui al servicio de control antirrábico por mordedura de perro e Navidad. Excelente atención!!! tanto por la Dra Tisera, de control clínico, como por las vacunadoras que me aplicaron las vacunas antirrabicas. También me entregaron sin costo los Antibióticos correspondientes. Muchas gracias!",,2023
Durand,Secondo Slayer (Doom Slayer),,1.0,Hace 2 años,2024-03-06T13:19:00Z,Google,"""+ Hola buen día, para sacar turno con traumatólogo?
- Ahí en el totem de ahí (me lo señala)
+ Graciass
(Voy al totem, hago la fila)
+ Hola, para sacar turno con traumatólogo?
- No, acá no, andá al totem de la entrada""

""+ Hola, vengo a sacar turno para traumatología
- ¿Tenes orden médica?
+ Sí, tengo.
- ¿La trajistes? ¿La tenés acá? ¿No te la olvidaste?
+ Sí, la tengo, la traje
- Bueno, no la saques porque no hay turno. Y tenes que venir lunes y martes si queres conseguir un traumatólogo (hoy es miercoles)""

Te tienen dando vueltas, te dan información incompleta, te dicen ""Vení la semana que viene a las 6 Am"" y cuando vas te dicen ""No, solo lunes y martes"". Ninguno te sabe decir dónde tenes que ir a hacer las cosas, los médicos te dicen una cosa, lo que te atienden te dicen otra (respecto a los turnos).
""¡Andá, andá a la ventanilla, ahí sacas turno y me avisas, son un amor!"" Vas y te tratan para el ogt, te boludean en la cara, te mandan a cualquier lado... Uno de dice que vayas a un lugar y otro te dice que no, ahí no es te manda a otro y así te van rebotando.",,2024
Durand,HI HI,,1.0,Hace 3 años,2023-04-15T18:42:57Z,Google,"No hay muchos turnos. Si vas a salud mental 4to piso, pabellon romano, no tienen admision ni orientacion ni turnos ni nada otra vez ""momentaneamente"", esto pasa hace mucho. Si te sentis mal  mentalmente y pedis ayuda, no te ayudan, asi uno se podria matar facilmente. Mucha gente se fue peor y en muy mal estado. Un 1 en atencion y demoras, porque uno va como a las 6 pero ellos van llegando a las 8:30 en adelante y les llovia gente acumulada en puerta sin atender. Decepcion total.",,2023
Durand,Paz Pellizzon,,1.0,Hace 3 años,2023-05-02T21:01:30Z,Google,"Realmente una vergüenza . Falta de personal médico , falta de insumos , mala atención . Tratan a las personas que van como ganado . Con una falta de respeto increíble . Tuve que ir por una derivación y me tuve que ir sin ser atendida después de 5 hs de espera. Tres personas se descompensaron en la guardia y no había personal que los atienda . Ni personas de Administracion , ni médicos , tampoco seguridad . La gente enferma va necesitando una solución y en ese lugar los mandan de lugar a otro , sin empatía haciéndola esperar largas hs y sin darles solución . Incluso hablando con gente que estaba esperando contaban que habían vuelto por mal diagnostico . Triste e indignante .",,2023
Durand,Santi benitez,,1.0,Hace un año,2024-11-30T21:50:38Z,Google,UN DESASTRE estuvimos acá casi 6 horas para que nos atiendan y los doctores hacen pasar a la gente conocida de ellos si no tenés que esperar ni siquiera controlan el orden de llegada los médicos hablan mal y no tienen ganas de trabajar si no llegas desmayado o con vomitos no te atienden no hay baño de hombre el hospital sucio en mal estado la verdad un desastre total 0 recomendable,,2024
Durand,Alexander Varela Mendoza,,1.0,Hace un año,2024-12-13T00:41:08Z,Google,"No sé porque se atreven a escribir reseñas positivas, debe ser porque les pagaron o algo. Guardia un desastre, no importa que horario te presentes, siempre hay espera entre 3 y 4 horas. No importa si preguntas porque demoran, le dicen diferentes excusas a cada quien pregunte. Un desastre la verdad.",,2024
Durand,Marcelo CG,,1.0,Hace 8 meses,2025-10-10T02:29:01Z,Google,"Antes de  ir a urgencias, pasa x el local de sepelio antes para reservar. Es inhumana la atención.. no te revisan ni el dni",,2025
Durand,Lucas Busat,,1.0,Hace 8 meses,2025-10-29T05:49:56Z,Google,"Me dan un turno para una lesión que tardaron un mes en contestar y un mes más en darme el turno, llego hoy y no me quisieron hacer la resonancia",,2025
Durand,Gustavo Federico Morando,,5.0,Hace 3 años,2023-04-14T15:17:46Z,Google,"La atencion es MUY BUENA. Mi experiencia fue en Dermatologia, Laboratorio,Cardiovascular, Infectologia. SON GENIALES los Médicos, los Residentes, y los enfermeros a pesar de estar mal pagos y no tenerlos en planta permanente, aun así le ponen toda la onda y el esfuerzo. Llegue con la pierna hecha percha y me la salvaron. AGUANTE EL HOSPITAL PUBLICO!!!",,2023
Durand,Mariano Rodríguez,,1.0,Hace 3 años,2023-05-17T20:22:07Z,Google,"Horrible lugar! No cambian las sábanas. Estuve una semana internado y mis sábanas estaban manchadas de sangre y no las cambiaban. Tenía 39 grados y no tenían termómetro, me lo tuve que comprar yo y también el paracetamol.
Nadie te da bola, necesitaba bañarme y no podía. A la noche caminaban las ratas por el cielo razo de Durlock, había una ventana rota tapada con nylon y entraba frío.
Mezclaban todas las patologías en las salas de guardia, te veían una vez y no volvían más.
La próxima vez voy al Pasteur antes que ahí.",,2023
Durand,Guido Bruno,,1.0,Hace 11 meses,2025-07-10T11:46:54Z,Google,"Te atiende de onda y explican cómo el orto las cosas, imagínate tener un yeso y que necesitas justificar en el trabajo. Bueno acá no les importa y para colmo vuelteros en guardia",,2025
Durand,Daniel Muñoz,,5.0,Hace un año,2025-05-28T15:39:00Z,Google,Excelente atención y amabilidad del servicio de ecografías realizado el día 28/05/2025 de la Profesional Daniela Romy Kalbermatter.,,2025
Durand,Rosalia Pinto,,1.0,Hace un año,2024-10-16T19:13:08Z,Google,Hola yo no entiendo x que demoran tanto  para  realisar una  quimio  ase mas de un mes  mi hermana  le detectaron  cancer  de mama  y ay  que  esperar  que  yegue medicacion,,2024
Durand,patricia schoo obligado,,5.0,Hace 9 meses,2025-09-04T17:33:20Z,Google,Excelente atención el único problema es que no es fácil conseguir turnos para cualquier especialista,,2025
Durand,Martínez,,1.0,Hace un año,2024-12-07T03:53:18Z,Google,La atención es pésima safa un poco las enfermeras x eso 1 estrella .mi hijo está en la guardia hace 2 días y la atención es INEXISTENTE,,2024
Durand,Silvio Arregui,,1.0,Hace un año,2024-07-10T13:06:55Z,Google,"Un desastre de atención, llamo a los 3 teléfonos nadie contesta, la atención de los residentes es soberbia y maleducados, algunos doctores/as contestan mal y la atención pauperrima, van a trabajar para cumplir y cobrar el sueldo trabajan a desgano, 2 años esperando operación para reconexión de colostomia y ahí me tienen de verso en verso después de un mal diagnóstico de un doctor y una mala Praxis encima me entraron 2 bacterias, resultado perdida del Colon y el Vaso, sigo por un cirujano que el único en quien confío.",,2024
Durand,Leonardo Perales,,1.0,Hace 7 meses,2025-11-10T06:56:22Z,Google,Pésima atención no había nadie atendiendo fui a que me tomaron la presión arterial No salió nadie,,2025
Durand,Norma Duran,,3.0,Hace un año,2025-05-15T00:30:07Z,Google,"Estuve en la guardia, esperando alrededor de 5 hs, pero la atención fue excelente, muy buena médica",,2025
Durand,Bárbara T.,,5.0,Hace un año,2024-08-06T17:10:35Z,Google,Gracias especiales a la Dra Maria Rosa Daghlian del centro antirrabico que fue una GENIA. Me atendió super rapido y me brindo toda la información con respecto a la vacunación por mordida de perro. GRACIAS!!,,2024
Durand,Maura Chamorro,,5.0,Hace 3 años,2023-06-04T22:56:30Z,Google,"Si tengo que recomendar un hospital sin dudas digo el hospital Durand, puedo decir que la guardia demora un poco por la demanda pero te atienden los mejores médicos y ni hablar de la internación mí mamá estuvo 3 semanas internada y la calidad humana de los médicos y enfermeros, maestranza y todos excelente!
La trataron súper bien, la atendieron súper bien! No me queda más que darles las gracias!",,2023
Durand,Susana Odella,,5.0,Hace 2 años,2023-07-05T20:44:34Z,Google,Mi suegra estuvo internada mes y medio en Geriatría en el cuarto piso y fue super bien atendida. Tanto los médicos como los enfermeros la cuidaron excelente. Estamos super agradecidos con el trato recibido.,,2023
Durand,Manuel Muñoz,,1.0,Hace 2 años,2023-09-19T00:36:58Z,Google,Un desastre  al medio de hoy  lleve a la mamá de mis hijos con un ACV   por guardia  y no había nadie mil personas  esperando .. cómo se  la rascan  a fulll ahí no  es primera vez que voy por guardia .  Termine en el de clínicas  ahora a esperar  las 48 horas críticas ... de esperar en este hospital  estaría muerta !!!   Por qué no se dedican a otra cosa !!!,,2023
Durand,Ricardo Miguel Mamani Calderon,,5.0,Hace 11 meses,2025-07-10T14:11:24Z,Google,"Con pocos recursos termina siendo un buen hospital gracias al personal en general, claro debe haber excepciones",,2025
Durand,Vane Vids,,2.0,Hace 3 años,2023-01-23T10:19:02Z,Google,"Atención médica clínica por chequeo gral, faltó que me diga ""venís por nada?"" . Atención médico clínico por chequeo gral para mi hno llego 1 hs tarde ni lo peso ni lo midió le hizo un par de preguntas y lo mando a hacerse análisis y un electro. Turno para análisis, buena atención. Turno para electrocardiograma, buena atención. Kioskito: 1 Pepsi chica y 2 alfajores $530. Fuimos el 20/1/23",,2023
Durand,Francisco Iturralde,,5.0,Hace un año,2024-07-18T23:07:58Z,Google,"Excelente atención  recibida esta mañana desde la llega de la ambulancia y en la guardia del hospital , sin olvidar de.las enfermeras y médicos y al técnico de ecografo . Muchas gracias xr su atención.  Ante Francisco iturralde  DNI 14407673.",,2024
Durand,Cintia Baez,,1.0,Hace 8 meses,2025-10-12T03:25:41Z,Google,Un asco la atención de. La recepcionista la verdad una vergüenza fiel creyente de que les vuelve el karma de como atiendan a las personas,,2025
Durand,Ivana Cazal,,2.0,Hace un año,2025-04-21T15:30:28Z,Google,"Los mejores doctores están en el Durán ❤️❤️le doy 5 estrellas a los médicos y secretarios
Y 2estrellas a los chicos nuevos que están dando turnos(te hablan mal, no te miran a la cara) justamente en un lugar donde más paciencia tenes que tenerle a las personas!",,2025
Durand,Luna Martinez,,1.0,Hace un año,2024-10-01T16:34:20Z,Google,"un desastre la admisión de guardia, hoy martes 01/10/2024 a las 13:30hs, no hay NADIE recepcionando, a mi me trataron mal al llegar a admisión, y ahora hay gente mayor esperando a que le tomen los datos porque la mujer SE FUE de su puesto, como para estar muriendose",,2024
Durand,Victoria,,1.0,Hace 3 años,2023-03-02T12:03:55Z,Google,"Pedí turno a las 8 de la mañana porque trabajo todo el día, no respetan nada, ni el turno, ni el tiempo de la gente, me fui porque tenía que trabajar y siendo las 9.03 me dijeron que el médico todavia no había llegado, un desastre. Den turno a partir de las 13hs si los médicos no van a horario.",,2023
Durand,Melisa B. Clermont,,1.0,Fecha de edición: Hace 3 años,2023-02-16T09:55:47Z,Google,"La atención en cirugía plástica es buena hasta que les decís que tenés el síndrome de asia y que querés QUITARTE LOS IMPLANTES MAMARIOS. ME BOLUDEARON A MORIR. Métanse la explantación ya saben bien en donde. Me da asco la forma en que me bolud3@r0n. Siempre me atendía uno diferente, me decía algo diferente entre mil incoherencias, (como si una no supiera del tema !!!!!, No soy t@rad* !!!!) , Y me pedían estudios diferentes para NO darme fecha, cuando la jefa me había dicho q me daría fecha y cuando yo ya tengo decidido explantarme por la enfermedad que me causaron los implantes, la cuál ustedes no sólo me la negaron sino q NO me creyeron. Asco me dan. No piso más!!. Gracias por NADA, CIRUJANOS.
Era más fácil si me decían que NO me querían operar y me ahorraba un montón de tiempo!!!!!!!!! Son basuras !!!! Cómo me van a decir q no tengo asia xq los implantes no están rotos ? Donde estudió la ayudante de cirujanos ?? No sabe q los implantes transpiran y la silicona y sus tóxicos MIGRAN igual por el organismo??? La rubia cheta digo, Díaz, no sabe del tema ! Me dijo q "" veían en la cirugía si sacaban el tejido cicatricial o no, xq me podía hacer peor"", no! En ese tejido se puede formar el cáncer de implantes y a demás NO LO REABSORBE EL CUERPO!!!! DIOS!!!! Informensé! Dónde y qué estudiaron???. Y el dr. Alto , apellido Garavaglia, cómo fué capaz de decirme en una enfermedad tan dolorosa y delicada Q ME PUDE COPIAR LOS SINTOMAS DE INTERNET??!!!! QUÉ!???? DIOS !!! ES INCREÍBLE LES JURO Q TODAVÍA NO PUEDO CREERLO.
Y otra cosa, me da vergüenza ajena que te revisen el bolso a la salida, como si fuesen los chinos, posta qué me voy a robar ?? Una jeringa ?? No soy chorra !!  Y Si necesito algo, pues me lo compro!!!
Me parece una total falta de respeto🤦🤦
PATÉTICOS.",,2023
Durand,Gastón Echeverría,,1.0,Hace 3 años,2023-04-22T01:33:12Z,Google,Me atendió una dermatologa de nombre María Pamela no sé cuánto. Ganas de laburar CERO. Tengo diagnóstico de urinaria. Su solución fue que ignore el dolor y el picazón y que cuente cuántos días me dura cada grano... Más tarada no se consigue. Si desean experimentar estar frente a la boluda total de Capusotto este es el lugar. Bye,,2023
Durand,lisseth villegas,,1.0,Hace 3 años,2023-01-26T04:32:57Z,Google,"Un desastre este hospital, fui por guardia con mi hermana y al llegar solo hay gente esperando q dice que hay que tomar un numero, estuvimos horas esperando a que alguien salga, nadie sale a ver si hah gente esperando. Reventamos la puerta tocando y nadie salió. No hay ni una persona que sea trabajadora del hospital para saber si esgan atendiendo o algo. Mucho que desear este hospital",,2023
Durand,Maria Rios,,2.0,Hace un año,2024-07-23T11:23:57Z,Google,"Guardia: Deplorable. No parecen tener clasificación Triage. La atención médica se demora increíblemente.
El hospital veterinario trata mejor a los perros y gatos que esta gente a seres humanos.",,2024
Durand,Roma Ravera,,5.0,Hace 8 meses,2025-10-15T03:52:44Z,Google,"La guardia de traumatología, un diez de diez! Realmente tienen vocación. Las chicas de rayos también! Súper profesionales todos!",,2025
Durand,Patricia Mac Gaul,,5.0,Hace 3 años,2023-02-10T17:43:00Z,Google,"Estuve en guardia de urgencias y en la UCO en el mes de Enero de este año.
Quiero agradecer por la atención excelente tanto de médicos como de enfermeros y destacar el el trato humanitario que me brindaron y la
excelente profesionalidad que demostraron.
Patricia Mac Gaul",,2023
Durand,Claudia Lezcano,,4.0,Fecha de edición: Hace un año,2025-01-21T11:04:34Z,Google,"Buena atención de parte de los profesionales, aunque no le paguen nada. Ponen esmero, atienden a todos, muy generosos. Muy amables y buenos médicos. Gracias.",,2025
Durand,GLORIA LEDESMA,,4.0,Hace un año,2024-11-07T01:45:42Z,Google,"Excelente atención de los médicos, mucho deja la atención de los administrativos...informo que el DNI digital es valido como el físico...solo de puede exigir en viaje al exterior o para votar... Aplausos a los médicos",,2024
Durand,martin ocho,,1.0,Hace un año,2024-11-05T03:39:48Z,Google,"Horrible. En la guardia (de emergencias, se supone), con olor a baño de terminal de trenes, hay que esperar HORAS Y HORAS por una atención médica. Después de la cuarta hora me fui SIN ATENCIÓN.",,2024
Durand,Martín Goñi,,5.0,Hace 3 años,2023-04-09T10:49:25Z,Google,"Dos veces ya fuimos con mi madre a guardia. Si bien al ser madrugada, feriado y domingo los tiempos se dilataron, la atención fue excelente, esencialmente a nivel humano. Muchas gracias.",,2023
Durand,Daniela Gaimaro,,5.0,Hace un año,2024-08-02T16:43:36Z,Google,"Increíble la atención!
Vine con una orden para una tomografía ocular y tarde 10' de reloj en salir con los resultados en mano! Impecable el lugar y la atención... AGUANTE LA SALUD PÚBLICA!!!❤️",,2024
Durand,Dan Chelger,,5.0,Hace 2 años,2023-07-24T15:01:47Z,Google,"Hoy fui para que me den la antirrabica. La verdad que no tengo más que halagos para todas las personas que me atendieron. La mejor onda cada una de ellas, tiempo de espera bajo. El lugar está súper limpio, pulcro. Felicitaciones a todxs y gracias!",,2023
Durand,Andre,,5.0,Hace 8 meses,2025-10-24T15:33:28Z,Google,Me atendieron muy bien a pesar de que había mucha gente con paciencia me atendieron buenos profesionales,,2025
Durand,Daiana Canicatti,,5.0,Hace un año,2025-03-20T23:08:34Z,Google,"No tengo más que palabra de agradecimiento para las parteras, obstetras y personal del Durand, desde que llegué hasta que me fui todos muy atentos, nos trataron de 10 a mi bebe y a mí.",,2025
Durand,Nicolas Ezequiel Lapiana,,1.0,Hace un año,2024-08-06T10:07:27Z,Google,"3 horas en la guardia, me atendieron, me iban a sacar sangre y pasar suero, vino una enfermera de mayor edad, se empezó a quejar porque tengo tatuajes y me pincho 8 veces sin encontrar la vena (cabe aclarar que no tengo tatuada la zona de la que se saca sangre), y me tuve que ir, pésima la atención y la empatía a alguien que va por una urgencia",,2024
